,var0,var1,var2,var3,var4,var5
0,15.190661379353282,14.670596881523284,17.239662769936263,53.20350893223194,-38.835563755869124,-35.895807235428194
1,13.094929562764634,21.44167855375241,10.12115203371046,53.940018829398,-47.29096113213711,-39.73610822731361
2,19.076603745115676,24.590103902989362,14.164465738656613,42.751214729514224,-41.99109855691099,-41.030937987929825
3,9.552764421705051,15.297907549110459,22.638010360372387,44.26121639770963,-34.8469249070086,-27.39662710299819
4,13.718432962802343,30.666004332921872,23.452028991014203,40.33490799546847,-28.70948445718794,-23.622255368707933
5,14.087882002953862,23.681430897877114,12.22851397230112,54.54236834223381,-38.45632002415055,-26.253574026963168
6,19.622665923261287,20.31841222369397,26.55549062520916,43.63202840659489,-42.330195783251064,-31.417474989749227
7,15.951686610899461,34.31588349666225,13.80222137074405,43.53928723399468,-34.7235788973888,-23.304167992724146
8,11.498698273714636,37.83858629103759,8.158144910191787,47.19973849006298,-30.709175760646843,-21.63420655439451
9,12.874465636704546,26.462638311910833,24.444506226312754,54.209892842923104,-26.040689508961844,-19.635315658772612
10,9.49933502106641,16.662103426102277,10.453418666327988,43.39990210805331,-35.62437601705915,-25.734730345015006
11,10.136406259839504,30.223680430844865,27.130874359881155,58.181329386738625,-34.95519753188572,-34.92870301664094
12,18.738219497837413,26.66638332425312,16.1438406898876,42.25717792251695,-32.59268509807116,-19.892179503155337
13,11.49301424927944,16.62284484520961,16.47047186436522,40.53473111274734,-34.77759460068144,-28.97019149398585
14,11.525471170903803,24.91603736990725,24.3220969082663,47.950420485192254,-31.962026771387546,-20.719889595983624
15,16.54512134192393,39.194502401195074,26.779259600600675,54.115870729488634,-35.92750635857723,-26.641679899014065
16,13.724420205431533,24.08114918126465,12.76601099884091,52.335013839430744,-37.77198323063873,-29.29116365675903
17,15.481601834042666,17.572625319082157,11.740642602979094,52.614594313174464,-43.854518709776144,-31.32339547164713
18,13.977347637503224,11.101425929242463,23.930533002584916,67.82548894865289,-38.94244308512389,-28.66880878758628
19,13.982064931340867,30.303987778621227,-3.184423022531117,50.98392612776779,-31.36219427371492,-29.59987999228093
20,12.308569846372853,6.237797191296631,26.034383539603297,54.81109435211738,-37.59776743955337,-26.417757950277647
21,11.995654819958862,20.693152637495466,26.523098123849365,50.42038751828158,-33.949733746898985,-26.431493855498736
22,11.758779364208786,16.98161596281922,16.40170615305457,38.34152667905005,-35.04959612389144,-28.447916973601913
23,10.277419186043938,19.819220725707968,19.95432531173265,59.24642788740414,-47.95357581473894,-38.406301747366996
24,11.783256748340056,21.279767750579012,15.519974112929548,46.36289033469818,-36.60125849975527,-29.574146725139315
25,11.363819969496667,27.914481823241353,29.981986786257792,51.45565943829987,-37.19311923842468,-36.266770612155035
26,17.15401574573973,8.225952342985439,6.03861987009876,52.18247974494707,-29.72113190768021,-19.926741901563886
27,13.694062271957538,13.498935258064602,10.863911751746045,37.760678368905516,-37.68379669811993,-33.484463184804945
28,8.566966674587698,32.55945786455254,9.535066648971567,47.57851120674551,-35.19315046254061,-22.63125618877448
29,13.768372439551937,29.613985602504613,21.46766897918394,42.68240367480358,-36.776354150831175,-26.65653435141573
30,7.073577318705947,24.335538332767136,10.051829582867967,44.00285004480447,-35.80724185474147,-24.81445891212446
31,14.468229743191387,15.746270878442132,28.875710629328168,54.99236607492878,-35.449995007399735,-33.461850318191175
32,18.518802148900047,13.867180145906875,20.31186728715766,53.557174802690255,-37.596152998407675,-35.84395356031153
33,11.037717441345762,21.078155887007252,16.632746619706364,44.091173362102,-38.90114111152195,-36.04783301974555
34,20.542644790073926,22.99502906214411,26.018424154667308,51.678952995790375,-37.0419581528424,-36.630715001381226
35,16.622945577038852,22.541826951954572,19.631982963506626,50.89419515103099,-42.38028915149695,-41.010190313448014
36,11.05936474670149,10.479042178249367,18.176499372690603,44.00037627331663,-37.91350519971489,-29.157335201577574
37,16.798514614921086,15.456218683588855,12.773613701515224,54.986817097118255,-35.91143312018232,-30.01058248939853
38,19.057367160489264,23.287906355750827,16.14834314954199,34.40186731628946,-40.3681062458643,-27.756386963053053
39,13.632680312873081,5.276323988224206,26.1042933266474,58.26404480671879,-34.638334429340354,-33.97965475723711
