,X,Y
0,-38.36611083563966,-27.715180681171695
1,-34.822377355391154,-34.960821958732296
2,-44.960355168954365,-29.960403208670805
3,-32.62777782498516,-38.984382316418056
4,-14.08512824257308,-37.756462772424484
5,-39.55697479050001,-49.015888403954634
6,-37.67253147621949,-35.89790423737297
7,-50.86041344848162,-36.007357051935635
8,-57.8063238453267,-37.15666364762534
9,-44.374691718332016,-24.936161665175618
10,-27.27095639310693,-30.139664077731723
11,-26.96715102375334,-37.69562318953636
12,-27.152596724152634,-25.552473996714124
13,-38.20480474183467,-32.24708338762567
14,-39.205711476595795,-36.43027350762684
15,-34.09143899262275,-22.502387992134594
16,-50.35969449780932,-39.28232179387859
17,-36.258291238822636,-45.198808105509514
18,-36.29735814104273,-37.28404751430435
19,-38.94249190718077,-21.44079734888153
20,-29.546080090317332,-55.306080461156434
21,-27.397757782846323,-28.881471083219658
22,-25.04745171104191,-37.75501670838343
23,-42.85555328828441,-34.576900380501804
24,-24.945899477030153,-32.18249579778687
25,-35.4290197759894,-34.20281322198434
26,-42.70468550098982,-28.598556556119107
27,-49.25893341536325,-27.741533614532358
28,-51.129007943925366,-28.53099393758864
29,-48.36139837518837,-33.30200817419192
30,-45.33316283946823,-39.85480370062337
31,-57.63477280896333,-38.47360627267938
32,-28.6647892256032,-34.278832528981496
33,-48.497184444962826,-26.097283802687492
34,-39.63359694445068,-37.51499548530048
35,-2.6517451979836437,-37.25190797686779
36,-39.895468460005326,-29.747998750349854
37,-13.811840583577805,-25.482943201075845
38,-45.00585196604856,-38.997782512388184
39,-34.4475904718701,-38.71281748913429
