,X,Y
0,-37.54385815787498,-5.681561916447228
1,-23.67459201400118,-25.217787337467193
2,-23.136936825569347,-21.573099202017534
3,-25.659803701038957,-17.76473822501547
4,-36.486769570598526,-21.745041424266706
5,-18.872869677926584,-19.377786662626043
6,-31.9762449680536,-23.43297444149862
7,-19.1664172202374,-3.2661066849228995
8,-19.098320505936638,-13.021570061916917
9,-29.721363221547524,-21.229633717520883
10,-35.47465562778092,-27.225488198549243
11,-16.907216802572904,-32.4736287048602
12,-19.059517042161783,-10.849883665659235
13,-34.036418598773196,-13.5894242908537
14,-34.31934918395759,-23.447510574108634
15,-34.99672030082349,-33.163944565937015
16,-28.107070210402384,-31.880950251404578
17,-35.308557491285455,-9.627897283215109
18,-32.39336954638282,-10.241584293435087
19,-27.81521945396365,-5.171413237241836
20,-20.488372810853377,-20.42848227566549
21,-29.462534982822756,-15.725048674016648
22,-27.727298497292693,-20.00027427239087
23,-33.318858042939425,-10.041964919810988
24,-23.572977084357362,-19.464878586265595
25,-19.281325823280053,-31.40393214280224
26,-35.20456524026206,-19.891279730808623
27,-37.0301057904559,-9.38626447736872
28,-35.441774683914,-16.099181787257166
29,-26.688138886110778,-16.01347882126453
30,-29.46762928320397,-12.13092776211398
31,-29.761911037191336,-14.784905520276947
32,-22.1444884184938,-16.71407154031325
33,-37.71006372129234,-26.020581113577723
34,-24.673295091286004,-25.46330813439046
35,-26.022518089249214,-6.599386221124583
36,-26.44660294023532,-17.918793835909206
37,-34.15467547593581,-21.804239752723543
38,-34.98708426502763,-23.417820028650443
39,-31.111478669539785,-15.891256654989645
