,var0,var1,var2,var3,var4,var5
0,5.916253059696057,25.705578512421578,22.42980563918838,-9.438663510313752,-15.818717378366593,8.22685050750371
1,-15.068677614588076,35.90981682630945,5.8100616610207965,-8.087382212979454,-18.946706095911175,6.810816887594001
2,11.143493400166067,33.34203500758981,15.11529519489155,-8.010202452055914,-18.858279134278813,31.835281679967295
3,-17.898666345528103,43.08532443515807,14.501634678825608,-11.573621684707426,-22.250694994856783,-11.169840879144058
4,0.35219047007987925,18.897412704120594,16.956608176137433,-5.588028819991312,-15.912565226566423,20.23673014445545
5,8.472698429551757,29.956767743346997,16.862638380925567,-10.745452286851949,-20.698764345208232,27.110386945624327
6,3.114297530921661,30.85581465922648,15.686671006554157,-1.6553467889924125,-23.32161600255031,18.242270225895794
7,2.063286517783677,28.18380533546617,10.937422728737149,-11.08701493382804,-22.506715745311546,10.897630953871804
8,-6.0404394336736384,27.95113148311647,9.526233664867979,-4.164950448747691,-17.097153327418106,9.483482356896033
9,3.161700245215013,37.57112468559928,18.904228618644513,-11.362257253916349,-19.947694433392986,9.173792130838713
10,11.834208094851633,33.503848535621714,20.248753184744363,-18.85470489093116,-23.66881323220305,17.51902283648986
11,10.374031348099923,46.91425515600662,18.156517076060553,-5.9783882349905415,-21.12198655267927,25.350472358018465
12,6.726167379008924,21.455759028570967,17.35183129304343,-7.449236672227472,-20.432210972982443,15.573055467540822
13,11.492426527239205,38.0622438803507,36.61649994546119,-4.0790200425738306,-15.395962221834449,12.788647288968484
14,7.242586168963968,37.13184627285405,26.584651762010168,-3.459733173421889,-25.68656377375316,11.528395923946245
15,2.6671150116193827,23.87761839756124,35.77223972072548,-2.0629901219161764,-30.264385090568318,14.992506631835113
16,-4.232074901165635,33.34050984214578,39.46495336673558,0.8101430394682474,-15.832734856196758,10.751539586635147
17,19.559283780200403,15.669711838162236,20.159058996616743,-3.662512099841577,-19.91916604152046,21.982441060750368
18,1.1133954558611014,34.074560976304205,24.139140425242253,-9.789337770656527,-20.295197690534618,21.5023652470766
19,12.172045573662803,35.1362096914273,3.8306047022158083,-3.183798785556311,-16.868741887060736,21.61531969350862
20,14.74600301402654,32.5568399058166,21.334585894089507,-1.0453762771911692,-24.620695251940663,16.79475493864166
21,8.021671187411407,28.542118608506307,25.812650071058968,0.6035199460309357,-15.469404101025908,12.273739265872905
22,-1.2409264250100893,32.39459158200667,20.532597591369903,-5.284390197296153,-16.46633944209082,21.391158305669755
23,19.564426038720022,40.73740814862368,11.532517675884105,-4.6835275414226825,-24.259432394025076,32.35962721194432
24,20.391266283307935,31.277160721485217,12.580855080832256,-0.2927403177267731,-14.154777666679621,30.77412189453873
25,13.038552080584829,33.8710189609443,20.086246793426085,-2.357328304502004,-17.636958297473775,14.144366561386205
26,1.9931771428623786,17.660546187675934,20.16285021545996,-11.428646450404456,-20.72965645922568,10.662948385185818
27,24.047808636453176,29.451914032509173,10.124616908948884,-14.936589200081821,-15.555477184922148,43.80334333329635
28,1.1014659607817743,26.320776461423897,12.811236060833226,-2.412150916198347,-23.494634348765917,9.371522229742329
29,2.721783774027768,18.19329320365283,18.7546138165118,-7.564362352198263,-20.40793212741969,25.07225031721273
30,19.631518475496883,25.838361130678614,17.169830812357898,3.466940367913459,-19.228282851225913,38.8210276582268
31,18.02269905691616,39.6542358496311,24.86994989693123,1.241052414312378,-15.287162029975374,34.89322713840392
32,17.72877731468698,32.97924492189399,16.90447455687042,-7.578942060091002,-14.425796360686542,19.1648213510575
33,-0.970674321941658,26.38030837911483,30.954036850418035,-2.372286958070139,-14.21904098193134,20.821332208107954
34,4.75215770811516,26.56158401219429,24.366300206877927,-7.672524649449429,-24.349018851362654,23.79072000858253
35,-4.575439917039416,19.294311276135346,22.096000238197565,-5.125129887488896,-20.555964140884374,17.253483964673435
36,-1.9182518242816808,20.50218966767213,23.606601101052057,-3.23719719049317,-16.008517659381223,8.187171501004846
37,6.474259236808966,29.216713961799428,18.125303108250574,-3.1109736796973984,-23.03693856868766,14.061323151251962
38,5.490232075682968,24.559422957626047,10.877854697340712,-5.420602131622557,-17.110468481845512,11.72783469128119
39,9.485426353122723,29.222010643290687,13.096243879865533,0.06818622443374434,-17.099410599425962,25.354415889240222
