,X,Y
0,42.86524971975818,37.501252575436595
1,39.578581511700804,39.75015390426699
2,27.979273997846494,36.53117647623504
3,42.59971050767998,46.84802047561702
4,26.43647044234142,38.27465673955287
5,52.555561560428984,47.34875675514036
6,31.304374006239637,38.13751757729462
7,37.40616466194138,39.85508903668251
8,22.227227655692843,37.40403367490053
9,37.434443299710466,43.690098541471166
10,33.54007598932309,37.15488511528047
11,39.7102661869817,38.17737937728934
12,44.004969552562684,40.21446926173117
13,39.71731250124884,37.81364040106911
14,27.15766308160903,34.564054504089
15,44.55708593502527,29.761861665087395
16,38.29467744665217,35.269964806972574
17,35.08417396925045,38.785015224305276
18,46.872753578128126,40.87346271918234
19,40.086199161579245,38.41247325140632
20,42.877585501351156,34.652446585920906
21,43.91938066601689,38.22124332273781
22,30.350755424342694,38.2189367131542
23,37.771534769000795,38.06844276232736
24,43.650225029976966,41.75443149478216
25,31.73330370564524,38.39293312327819
26,43.75252856384314,36.37256478155755
27,41.31573241418794,37.745774474582866
28,38.64381844768944,39.12377434622975
29,52.76055665886156,37.76644841981429
30,36.3826778719438,34.885169332281194
31,34.58826356963156,38.71594358920808
32,45.0199594383803,47.42470376193303
33,42.33498141935778,44.559648563841534
34,41.52211323981667,41.66507827652505
35,36.49963717676618,41.29919968646885
36,40.13650399943131,40.81508969429287
37,17.338060911066794,40.7974511052668
38,34.78740554802763,43.07001080892099
39,44.37576592560497,35.32506614213086
