,var0,var1,var2,var3,var4,var5
0,-39.3275023804044,-0.6648053158576634,14.364767672947519,-13.896031617975648,-14.714996065331032,-6.754576526184357
1,-31.28622091737213,-1.4265838437101008,13.60226412613584,-11.664534004609262,-6.650200090168411,-4.864254301500596
2,-52.043220727968425,-9.443352275064674,9.553005342859034,-19.843285747981568,-11.076759975356955,-10.632714077942504
3,-26.954588191551444,2.519894356950651,13.299307787044956,-13.757339807878358,-18.467346544300057,-3.685041971114151
4,-41.12086427843221,-6.078977082958806,9.906979526323482,-12.775901511142894,-38.899006630809026,-0.6486925681258633
5,-29.90638789409889,2.508164873352767,3.249354515892372,-19.27107516477208,-6.49769164871816,-5.941439175624396
6,-44.613864620356985,-3.546731460094297,5.42586121787711,-13.65333669580069,-11.66267098875914,-7.131885936926636
7,-48.75373076219724,-9.319207776555983,16.805220061447706,-19.874958594561555,-18.40945786750136,-9.781507387257635
8,-48.024684474229055,-5.74480019465468,14.395995272988475,-17.58936512216927,-28.340999760716493,-5.228823904345205
9,-37.131826085512046,-5.031355426559102,7.993012166526961,-7.687934695486797,-34.56844064242766,-2.0667891224240975
10,-46.37683616750376,-3.2497862040983607,15.614956867510584,-20.025007281233737,-18.148625111698074,-9.901439404480453
11,-33.235160450341596,-3.9646701031963154,12.307031249071155,-17.76522279304352,-5.246440674809731,-9.66691247658968
12,-32.88273341510231,11.270855086767417,12.396270841782579,-19.006387012289846,-33.176923142412264,-15.050422738336314
13,-32.92309708186095,4.379253199637572,13.476309150704004,-14.278336386432631,-13.002105092009788,-9.433066263491654
14,-19.47095006068854,-9.26961865121308,19.782535650698637,-19.224407898295812,-20.684000914288745,-9.141992104050399
15,-41.61412660716878,5.671258366362046,10.232050576589403,-14.222815941988035,-25.693659810127304,-9.353027626242804
16,-45.41379388895028,-1.8696844017279637,4.9209887184665115,-20.3546868764615,-22.419903827429216,-15.845013495610697
17,-33.465961213825636,3.9457966032127634,6.999252673359713,-16.921725843449398,-12.35499522985894,-9.262614155542487
18,-28.335443754579988,18.79024006564594,9.043477840947181,-20.03632577358489,-15.199418402666328,-6.896425966667977
19,-41.01975116554492,-0.9016824287944538,6.3636796312529045,-23.791493533102326,-20.861454933523113,-17.97927512744135
20,-33.89293331684856,10.373906643580664,15.695168092171727,-17.975700541681565,-19.744209666112003,-11.114734674692187
21,-46.19280737584306,6.521640375860626,11.7266704206835,-14.185655164339114,-19.178839997793794,-6.227536145291378
22,-38.18999193109475,-3.1176302331480663,4.76124054898062,-13.868450964313181,-9.26603863925812,-3.1473124060305917
23,-28.835808316195298,-2.8166352119551203,10.686719640264133,-14.965284166124919,-16.535451139427447,-8.528576313582345
24,-34.88008619044113,4.393467839240395,8.740157199909378,-13.891237984063778,-12.666168127761477,-11.886112829404489
25,-56.6814052444999,16.09794405333072,7.555832730766699,-11.858130114458799,-25.53645943551516,1.4447288626329104
26,-49.45956687781562,3.4936888590961264,15.634228602545171,-19.982103765758353,-20.37560388927473,-16.185876355751873
27,-42.64513993320647,-2.099313803228779,9.027829446717789,-10.337752909031202,-11.23894778524952,-4.585798524721018
28,-32.8899180314493,4.346588728500545,9.52316580326946,-16.74193551020232,-29.32123560623885,-4.8278355804162985
29,-23.394955751935115,4.854977760489913,15.661378914660894,-17.545106657316637,-17.043225047826656,-15.560364245661836
30,-37.497330284508486,2.3195704076714376,9.506520728230702,-1.893995388120283,-4.726724079525848,3.610996484379517
31,-30.6674659429575,3.017754862576558,7.5515879707232605,-14.212138189365419,-22.714052300615798,-5.404238597637539
32,-40.698624301520255,7.8576998808610545,20.86863048860105,-16.480165084050796,-19.30691700929398,-10.585194383727638
33,-43.285933613661385,1.5548587113804793,5.959544066525618,-18.288236311173375,-6.384662938892028,-9.86565671800776
34,-46.370321611662234,4.086090951323772,7.301336697661118,-23.290132094683663,-22.53077298149727,-21.700489800521026
35,-43.70008179942137,1.6457319396747705,12.764470158822542,-13.203363621326503,-16.046564224366815,-10.442592419711056
36,-39.693060317491444,-3.1550752160503404,11.529728717019994,-6.12921772341263,-22.38433248195917,6.771829021501102
37,-31.843768837241903,2.5974584126554423,8.911384201490312,-10.541879533608729,-8.268987736969024,-6.545485791878254
38,-32.445530227411574,4.0457976489071985,2.9931657364564854,-9.758285800375226,-9.649230789388692,-7.63669308018142
39,-48.1828995202659,-6.503724403126024,14.726380544930228,-14.566031652503439,-12.553395138153544,-11.116068328505108
